"","Subj_ID","Observations","Cattell","Proverb","Naming","Sentence_Comprehension_c","Story_Recall","Verbal_Fluency","Age","ToT_Ratio_inverse","Hotel_Task_inverse","RS-NET 1 (DMN, FPN, Language)_Connector_balance","RS-NET 1 (DMN, FPN, Language)_Peripheral_balance","RS-NET 1 (DMN, FPN, Language)_Provincial_balance","RS-NET 1 (DMN, FPN, Language)_Satellite_balance","RS-NET 2 (SMN)_Connector_balance","RS-NET 2 (SMN)_Peripheral_balance","RS-NET 2 (SMN)_Provincial_balance","RS-NET 2 (SMN)_Satellite_balance","RS-NET 3 (CON, FPN, Language)_Connector_balance","RS-NET 3 (CON, FPN, Language)_Peripheral_balance","RS-NET 3 (CON, FPN, Language)_Provincial_balance","RS-NET 3 (CON, FPN, Language)_Satellite_balance","RS-NET 4 (FPN)_Connector_balance","RS-NET 4 (FPN)_Peripheral_balance","RS-NET 4 (FPN)_Provincial_balance","RS-NET 4 (FPN)_Satellite_balance"
"142",150,"CC222496",34,4,0.76667,0.8329475,13,25,38,-0.45946,-206.9,0.644357016390513,-0.717839793150317,-4.68146963265748,-4.92263168947437,0.503708155997126,-0.591944675050782,-4.52810913985163,-4.61512051684126,0.471851489334215,-0.493933756095773,-7.65444322647011,-5.35185813347607,-0.732367893713227,0.616186139423817,-4.21130421372328,-4.46261864200418
"143",151,"CC222555",40,3,0.71905,0.6661675,13,26,29,-0.84,-364.87,1.12798689734801,-1.1605432463986,-7.13608535698365,-5.26428318008206,-0.312374685042152,0.25489224962879,-4.68426569965285,-5.30330490805908,0.122975062358809,-0.1809317025049,-4.87443367291585,-4.97979418857368,-0.0519597389307111,-0.0519597389307111,-4.33073334028633,-4.33073334028633
"144",152,"CC222652",41,4,0.77143,0.70592,15,19,30,-0.66667,-480,-0.538246219341983,0.517712025795624,-5.95731665967542,-6.11146733950268,1.47451859453473,-1.51072193949494,-6.60168291475201,-5.5030706260839,0.432182496446878,-0.464632085443825,-6.80903930604298,-5.01727983681492,-2.77834137472923,2.4027893196362,-3.89851550964626,-5.36485257843969
"145",153,"CC222797",32,5,0.80952,0.964285,17,25,31,-0.13043,-110.06,-0.717839793150317,0.644357016390513,-4.68146963265748,-4.92263168947437,-0.219938420365261,0.137348191151223,-4.44716593684484,-4.70953020131233,0.228714596363665,-0.268936029630726,-5.99893656194668,-4.90032427327857,1.46101790731583,-1.64093657949347,-4.46590811865458,-4.21459369037368
"146",154,"CC222956",38,0,0.70952,0.90476,14,24.5,32,-0.21429,-115.03,0.537093550586601,-0.616266136223988,-4.68852102522299,-4.68852102522299,-0.2390169004705,0.20334092401803,-5.42053499927229,-5.42053499927229,0.275533938516133,-0.296806980228782,-7.65444322647011,-5.35185813347607,-0.575207882695259,0.53248712054717,-5.39906726964818,-5.21674571285422
"147",155,"CC223085",41,4,0.90476,0.901065,10,17,38,-0.05263,-291.01,0.0764884255637372,-0.112435429329788,-5.57547550616848,-5.25702177504995,0.469388433901818,-0.495458146634869,-6.26767481935888,-5.45674460314256,0.552419521064828,-0.607589292198299,-5.17190344169238,-4.94875989037817,1.45053662984824,-1.51622553071192,-5.62311457158875,-5.06349878365332
"148",156,"CC223115",31,3,0.90476,0.916665,17,16.5,36,-0.63333,-254.72,-0.471787751039237,0.421040319893636,-4.86091921133686,-5.42053499927229,-0.706392407309966,0.666829872242572,-5.42053499927229,-5.42053499927229,1.41850970939533,-1.45367649139109,-8.29610521826059,-5.25702177504995,0.944818815488693,-0.994485579459212,-5.62311457158875,-5.06349878365332
"149",157,"CC223286",31,6,0.87619,0.988095,17,17.5,36,-0.23529,-62.75,-0.941958478622733,0.853315932712767,-4.5440037507506,-4.85415867905444,1.13497993283898,-1.28785428830664,-4.25069063261279,-4.33073334028633,0.508447501361023,-0.589174590176967,-4.93537280959571,-4.44986499381401,-0.945849534115699,0.843970070294529,-4.61653394463841,-4.48300255201388
"150",158,"CC310008",33,6,0.85714,0.869045,6,23,45,-0.47368,-491.37,-0.941958478622733,0.853315932712767,-4.61370508843793,-4.76785576826519,0.976394655943861,-1.14103300455206,-3.80419030062493,-4.61512051684126,0.552419521064828,-0.607589292198299,-5.3061438027975,-4.85415867905444,0.808077147233923,-0.864295436755775,-5.8181027316855,-4.71949044301739
"151",159,"CC310051",37,3,0.78095,0.7619025,7,17.5,42,-0.44,-433.62,-0.498568999096951,0.482526154244626,-6.02793422688937,-6.5875500148248,1.36722635298043,-1.39109555781262,-8.29687257494643,-5.6304149690302,0.747955417054941,-0.768784594765565,-7.00669522683704,-5.62040086571715,0.40206887999537,-0.407730541295484,-7.92818424136634,-6.90875477931522
"152",160,"CC310052",30,4,0.85714,0.964285,19,21,42,-0.16667,-142.47,-1.11841491596429,1.04034338054413,-4.5489110216813,-5.4362142166822,1.47318104014312,-1.5110262205248,-8.29687257494643,-5.21674571285422,1.1403591906998,-1.17032915018807,-8.29610521826059,-5.25702177504995,-1.42791603581071,1.22929061231023,-3.73965177948736,-4.61512051684126
"153",161,"CC310086",43,6,0.86667,0.988095,15,27,47,-0.13953,-347.16,-0.101078634201065,0.0716750367068909,-5.66512826767466,-5.54734523201828,-0.833995489147325,0.75976192964193,-4.46667410873417,-5.38296484060832,1.14184102321893,-1.19012739750388,-7.44658509915773,-4.80752776954247,1.17441400208439,-1.21293254569741,-6.48234253306428,-5.22957956456891
"154",162,"CC310129",32,3,0.84286,0.8214275,8,14,40,-0.86364,-378.44,0.421040319893636,-0.471787751039237,-5.55793059764364,-4.79579054559674,-0.609765571620894,0.548565951748838,-4.76501888692999,-5.17048399503815,1.28861784891535,-1.33070056170314,-8.29610521826059,-4.99147861197872,0.679244275390954,-0.70012279429637,-6.62340099662303,-5.70711026474888
"155",163,"CC310135",38,6,0.81429,0.875595,20,26.5,42,-0.21875,-169.73,-3.29697581829146,2.68670870022521,-3.95900651377857,-4.65215369433851,2.06774550191664,-2.148850993052,-6.16908758312038,-5.1574866714419,1.0256197904909,-1.04707104812704,-8.29610521826059,-5.54734523201828,0.465215112513938,-0.538440790798964,-4.74741351921464,-4.74741351921464
"156",164,"CC310142",38,4,0.92857,0.83333,8,23.5,48,-0.30952,-600.41,0.42446805523378,-0.442352097915225,-6.14775579143435,-6.14775579143435,-0.56815069038526,0.544727175441672,-6.08995149382264,-5.75347925720142,1.21836154177804,-1.26271329934854,-6.11478776313998,-5.19849703126583,-0.4811908186363,0.452163711117405,-5.38066510789679,-6.07381228845674
"157",165,"CC310160",34,2,0.83333,1,19,15,41,-0.90625,-474.41,-2.50715725872282,2.2458897493175,-4.2318155528507,-5.09681299033731,0.273340955181123,-0.298457145619739,-6.04405699722715,-5.57405336798142,2.69822303957468,-2.84167892076275,-8.29610521826059,-4.86423230105982,0.452163711117405,-0.4811908186363,-5.7876639586369,-5.56452040732269
"158",166,"CC310203",33,5,0.89048,0.940475,16,24.5,39,-0.05,-195.34,0.74157377446542,-0.810040932031445,-5.18986565832054,-4.67904003455455,0.374289490639715,-0.42635646713954,-4.92064427576953,-5.23909800688807,0.471851489334215,-0.493933756095773,-7.65444322647011,-5.35185813347607,1.17441400208439,-1.21293254569741,-6.07611202116827,-5.38296484060832
"159",167,"CC310214",32,4,0.85714,0.93275,18,19,46,-0.33333,-359.75,0.666366157882303,-0.706627342116638,-5.16811376401619,-5.70711026474888,-1.9823798288367,1.71479842809193,-3.74888468910351,-4.74741351921464,1.07489576205079,-1.10658045831729,-6.21860011969173,-5.52545293913178,0.274436845701761,-0.297632403304949,-6.14918029309974,-5.63835466933375
"160",168,"CC310224",40,5,0.87619,0.914285,17,23.5,47,-0.42222,-480,-1.96290772542388,1.83258146374831,-4.5489110216813,-5.4362142166822,0.599236581110044,-0.629750864001151,-6.50777510110454,-5.20849211697428,0.933626997240958,-0.948689029022972,-8.29610521826059,-5.88093194910298,-0.78390154382841,0.519193873436507,-3.4307561839037,-3.53611669956153
"161",169,"CC310252",30,6,0.88095,0.8547625,10,17.5,47,-0.68421,-187.16,-1.48463026184075,1.3893760276573,-4.61015772749913,-5.30330490805908,3.25577860780672,-3.66671249552648,-5.7383939852882,-4.70877456810704,0.335472736288129,-0.371563556432483,-6.0585389127723,-5.04693800109382,-0.200488860749404,0.160560065012442,-5.2158411447238,-5.39816270151775
"162",170,"CC310256",40,6,0.82857,0.9116525,17,16,44,-0.58537,-480,-0.319665118304831,0.245261356567829,-4.61370508843793,-4.76785576826519,-0.219938420365261,0.137348191151223,-4.44716593684484,-4.70953020131233,0.74717914736047,-0.769149670805632,-8.29610521826059,-5.39816270151775,1.46101790731583,-1.64093657949347,-4.33073334028633,-4.33073334028633
"163",171,"CC310331",31,6,0.92857,0.9464275,11,19,46,-0.48649,-266.66,-0.753510330287036,0.7339691750802,-5.85936070647464,-6.55250788703459,1.13703332165083,-1.1916471546353,-5.49833850044139,-5.14166355650266,0.747955417054941,-0.768784594765565,-6.60077711758863,-5.75347925720142,-0.023716526617316,-0.023716526617316,-4.96683267143786,-5.30330490805908
"164",172,"CC310361",33,6,0.8381,0.8214275,11,16,43,-0.86207,-178.44,-1.96290772542388,1.83258146374831,-4.67531794589017,-5.18614356965616,-0.591944675050783,0.503708155997127,-4.61602020201216,-4.52900882502253,1.35673555887835,-1.39376637595859,-6.91274282049318,-5.30330490805908,1.03095364019429,-1.12167756159911,-4.90280258929304,-4.61512051684126
"165",173,"CC310385",29,5,0.83333,0.875,15,21.5,48,-0.86667,-338.15,0.657136743036912,-0.711314484515394,-5.55793059764364,-4.79579054559674,-0.881008917729515,0.770336819251075,-4.27864828022005,-4.61512051684126,-0.154558759816598,0.109535887068307,-5.71175064430538,-4.83628190695148,0.668454567969574,-0.705569700558502,-5.30164515664071,-5.70711026474888
"166",174,"CC310391",43,3,0.8619,0.8986075,7,14,41,-0.5,-480,0.666366157882303,-0.706627342116638,-5.25559963686288,-5.57405336798142,0.666829872242572,-0.706392407309966,-5.55461933633998,-5.30330490805908,-0.330202623607618,0.302334349238651,-5.94437293957413,-5.4743693103284,-1.12167756159911,1.03095364019429,-4.49361770008234,-5.08140436498446
"167",175,"CC310397",32,3,0.8,0.95238,13,20,41,-0.57143,-212.47,-0.5031965966015,0.417411179126565,-4.61588184158302,-4.5417738694293,-0.561518738081509,0.427710717055484,-3.9244455254267,-4.39444915467244,0.989073441854356,-1.00202280441838,-8.29610521826059,-6.07381228845674,0.571913315745829,-0.596636280179102,-6.55535689181067,-5.45674460314256
"168",176,"CC310400",42,5,0.80476,0.964285,12,20.5,43,-0.34091,-92.44,-1.68701604707948,1.60631778509786,-5.06942817393775,-5.35711024638953,1.47318104014312,-1.5110262205248,-8.29687257494643,-5.21674571285422,0.963396481509552,-0.987402207153632,-8.29610521826059,-5.39816270151775,-0.575207882695259,0.53248712054717,-5.2158411447238,-5.39816270151775
"169",177,"CC310402",40,6,0.82381,0.890475,17,20,46,-0.42308,-401.12,-0.534542150383307,0.471604910612709,-4.74493212836325,-5.08140436498446,0.429385291825816,-0.466425807897852,-6.11589212548303,-5.01727983681492,1.20397280432594,-1.22964055107451,-7.70029520342012,-5.5030706260839,-0.248811298062787,0.191160505461159,-4.72849340202009,-5.19849703126583
"170",178,"CC310407",39,6,0.88571,0.975,17,23.5,39,-0.21622,-720,-0.244905043095723,0.196014883925957,-5.01617547447187,-5.19849703126583,1.68899054413605,-1.74280262450152,-5.99595445238083,-5.40816778747871,0.431882421425871,-0.44824074857437,-6.35654159431086,-6.13339804299665,0.843970070294529,-0.945849534115699,-4.61653394463841,-4.48300255201388
"171",179,"CC310410",34,6,0.78571,0.940475,17,25,41,-0.52381,-238.04,0.802683067628252,-0.837247524533702,-5.79909265446053,-5.44241771052179,0.639606413631916,-0.720275847948198,-4.4576640488795,-5.01727983681492,0.234818582894713,-0.246149598327927,-7.82644313545601,-6.03468366622796,-0.0519597389307111,-0.0519597389307111,-4.10429489307527,-4.61512051684126
"172",180,"CC310414",34,6,0.85714,0.9085525,12,24.5,40,-0.26087,-302.84,0.245261356567829,-0.319665118304831,-4.76927119666852,-4.61512051684126,-3.10768638819783,2.46510402249182,-3.83878004366043,-4.21347349310184,1.07391583782921,-1.10691239204801,-8.29610521826059,-5.12197788143163,0.465215112513938,-0.538440790798964,-4.90280258929304,-4.61512051684126
"173",181,"CC310450",39,4,0.77619,0.92857,15,21.5,46,-0.375,-242.06,-2.09309786812732,1.97508152635559,-4.55276824403688,-6.39859493453521,1.74765722577179,-1.79924624044395,-8.29687257494643,-5.09091466015452,1.63003206137577,-1.68236444806564,-8.29610521826059,-4.99147861197872,-2.77834137472923,2.32019624188097,-3.71942199758779,-4.89807699392944
"174",182,"CC310463",35,5,0.75238,0.869045,13,14.5,45,-0.39474,-201,0.362944556952328,-0.382785619338747,-6.80609162520564,-5.6021188208797,1.07099712163514,-1.1079023355752,-5.81313501158357,-5.52545293913178,0.0910193983871686,-0.118276740924373,-6.16804046260586,-5.35711024638953,-0.71458246128001,0.650726464675993,-4.86312915698767,-5.01727983681492
"175",183,"CC310473",39,6,0.88571,0.916665,16,37.5,46,-0.08696,-85.06,-0.572390979424146,0.537365179000603,-5.39725731440294,-5.62040086571715,2.10046090890391,-2.12266066079981,-7.24565506759454,-6.55250788703459,0.398489494371739,-0.410120919644358,-7.82644313545601,-6.03468366622796,-1.12167756159911,1.03095364019429,-4.49361770008234,-5.08140436498446
"176",184,"CC312058",42,6,0.89048,0.9386275,8,20,47,-0.17949,-136.34,0.148500008318444,-0.283297474133957,-3.87120101090789,-4.33073334028633,-0.0629747991613885,-0.0629747991613885,-3.9902178530132,-4.30037278131704,0.581443190979944,-0.619680028678073,-5.65190421388754,-5.24643910577937,0.808077147233922,-0.864295436755775,-5.30529298028446,-4.96882074366325
"177",185,"CC312222",37,6,0.8381,0.916665,16,21,48,-0.39286,-168.41,0.217603370938594,-0.277631736598279,-5.18986565832054,-4.67904003455455,-0.136495744588538,0.096755668464308,-5.04401145525325,-5.65014725882357,1.07489576205079,-1.10658045831729,-7.60638738977265,-5.20849211697428,0.843970070294529,-0.945849534115699,-4.36239066015702,-4.76785576826519
"178",186,"CC320002",35,5,0.91905,0.92738,19,19.5,46,-0.45714,-262.34,-3.29697581829146,2.97544332669296,-4.77166841956725,-5.40027707898963,0.965194538864324,-1.02872616120394,-5.93687635682358,-4.61512051684126,1.63155571768772,-1.68206860346901,-6.86223476368033,-5.1574866714419,-0.538440790798964,0.465215112513939,-4.74741351921464,-4.74741351921464
"179",187,"CC320022",38,6,0.75238,0.97619,15,18,40,-0.62791,-139.63,0.292542349334034,-0.337364695404233,-5.35868051627513,-5.07099844382335,0.299877345545599,-0.331997956226292,-5.47384506392058,-5.60737645654511,-0.0154358081298394,-0.0154358081298394,-6.11478776313998,-5.19849703126583,0.53248712054717,-0.575207882695259,-5.39906726964818,-5.21674571285422
"180",188,"CC320059",30,6,0.8,0.92738,16,16,48,-0.1875,-310.31,0.793581577881716,-0.818677903007155,-7.17472430983638,-5.38296484060832,0.811086478424632,-0.83353004813357,-7.05142262879455,-5.54734523201828,0.520595415361796,-0.549771573900645,-5.94437293957413,-5.4743693103284,-2.77834137472923,2.4027893196362,-4.06868350761174,-4.85714086797601
"181",189,"CC320088",41,5,0.82381,0.809525,17,19,41,-0.32258,-295.16,0.347922152829138,-0.381475951738142,-5.90989289341417,-5.21674571285422,-0.720275847948198,0.639606413631915,-4.53259949315326,-4.90032427327857,0.18742546871213,-0.211520711486217,-5.99495843636224,-5.65848619974102,-1.15688119679209,0.933097850190536,-3.70868208141012,-3.93182563272433
"182",190,"CC320089",31,5,0.68095,0.91488,15,21,47,-0.5625,-121.63,-0.126143054840355,0.0822952427268302,-5.15696324824231,-5.25227342804663,-1.00917372602087,0.906959404445271,-4.23682021046886,-5.06349878365332,0.602041632037652,-0.62822763446063,-7.60638738977265,-5.20849211697428,1.22929061231023,-1.42791603581071,-4.62888671260541,-3.75341797525151
"183",191,"CC320107",37,4,0.66667,0.789285,7,13.5,47,-0.57143,-159.06,-0.0456105112520523,-0.0456105112520523,-4.53754999831311,-4.39444915467244,-0.0360104375230331,-0.0360104375230331,-4.53259949315326,-4.90032427327857,0.471851489334215,-0.493933756095773,-6.55488262099314,-5.57405336798142,1.81488188664891,-1.96571277635149,-5.31073988654659,-4.39444915467244
"184",192,"CC320109",38,4,0.88095,0.97619,14,27.5,39,-0.66667,-103.53,-0.717839793150317,0.644357016390513,-4.61181472870676,-5.01727983681492,0.544727175441672,-0.56815069038526,-6.60168291475201,-5.5030706260839,0.356674943938732,-0.375387652870886,-7.00669522683704,-5.62040086571715,0.160560065012442,-0.200488860749404,-5.62311457158875,-5.06349878365332
"185",193,"CC320160",30,4,0.7619,0.8873125,8,17.5,48,-0.12,-480,1.24749906937583,-1.29033396997398,-6.13643031735817,-5.26096158000427,0.429684618343392,-0.449659188528503,-6.1338317883949,-5.95151023160095,-0.62822763446063,0.602041632037652,-5.20350706178536,-7.60140233458373,-0.248811298062787,0.191160505461159,-5.01838298088708,-4.86423230105982
"186",194,"CC320206",28,6,0.90476,0.9047625,14,27.5,47,-0.26667,-96.69,-1.81319474994812,1.66954183650381,-4.41742216784246,-5.05341093456246,-0.271117055577086,0.225925194276087,-5.18614356965616,-5.18614356965616,1.81125984925167,-1.8513646777419,-8.29610521826059,-5.39816270151775,-0.0165293019512105,-0.0165293019512105,-5.48479693349065,-5.48479693349065
"187",195,"CC320218",40,6,0.89524,0.916665,16,24.5,47,-0.61905,-149.03,-1.12924925813,1.00938115494017,-4.20800388069462,-4.79579054559674,0.503708155997126,-0.591944675050783,-4.93716814221438,-4.30855948279201,0.871427859797414,-0.934478106377108,-8.29610521826059,-4.36663094919591,0.650726464675993,-0.71458246128001,-4.86312915698767,-5.01727983681492
"188",196,"CC320267",38,4,0.84286,0.944445,13,18,38,-0.57895,-191.61,0.493204022416171,-0.521435802878006,-5.84105685355956,-5.58974242527865,1.55747817350339,-1.62004809154612,-5.42053499927229,-5.42053499927229,0.275533938516133,-0.296806980228781,-6.55488262099314,-5.57405336798142,0.668454567969574,-0.705569700558502,-5.48479693349065,-5.48479693349065
"189",197,"CC320269",37,3,0.8381,0.7500025,10,21,42,-0.35135,-174.78,-0.743523387885012,0.594811279839083,-3.98461722739793,-4.17877324183889,0.106750369946881,-0.157003748809665,-4.83296954883849,-5.37196604957118,0.964299951060516,-0.987059802762362,-7.70029520342012,-5.5030706260839,0.53248712054717,-0.575207882695259,-5.91169957863912,-4.93087032562739
"190",198,"CC320297",34,4,0.72857,0.92857,20,28.5,40,-0.40541,-264.12,-1.40691364832263,1.30625165344635,-4.61181472870676,-5.01727983681492,2.1858469966054,-2.25838592352826,-8.29687257494643,-5.09091466015452,0.813903381695745,-0.832287811948978,-7.05055607761381,-5.79779310911844,-2.21046980408624,2.08389589202922,-4.60716818865076,-6.21660610108486
"191",199,"CC320321",30,6,0.84286,0.8809525,16,17.5,40,-0.25532,-503.16,-0.126143054840355,0.0822952427268302,-5.25279685124623,-5.1574866714419,1.27296567581289,-1.41585316336144,-4.35374586155893,-4.5207999462221,1.56382740118205,-1.61872795934119,-6.80903930604298,-5.01727983681492,1.75253875607477,-1.79840401194672,-7.24921505711439,-5.30330490805908
"192",200,"CC320325",38,5,0.75714,0.97619,24,32.5,44,-0.42424,-508.22,-3.29697581829146,2.91363397679914,-4.52205528597349,-5.27582708834987,1.85925878086552,-1.90289135909455,-8.29687257494643,-5.34754033747601,0.32790824866087,-0.342596845578723,-8.29610521826059,-5.70711026474888,-0.924258901523332,0.896488104577975,-5.63693016766836,-6.14775579143435
"193",201,"CC320336",37,2,0.92857,0.8237125,9,25.5,44,-0.31818,-529.16,0.152613400508372,-0.179286653098801,-5.84105685355956,-5.58974242527865,0.429385291825816,-0.466425807897852,-5.70932265503182,-5.19849703126583,-0.268116916956941,0.167235919375914,-4.10319417749908,-4.73180283692146,1.32802545299591,-1.40118297361364,-5.52942908751142,-4.83628190695148
"194",202,"CC320342",35,1,0.8619,0.72619,4,14.5,40,-0.79487,-424.25,-2.03011998634712,1.90604861563018,-4.55094863182145,-5.83188247728352,0.0770610461364619,-0.0961362847666304,-6.64552433895988,-5.66469508594815,0.566927100416458,-0.580118738257928,-8.29610521826059,-5.88093194910298,0.788679607281509,-0.820880547069497,-6.07611202116827,-5.38296484060832
"195",203,"CC320359",43,5,0.83333,0.916665,15,21,47,-0.25532,-116.56,-0.711314484515394,0.657136743036912,-4.79137308949002,-5.55351314153692,1.05459540325134,-1.11350090116186,-6.00017648771,-4.74741351921464,2.82663845827495,-2.9509974082643,-8.29610521826059,-5.12197788143163,-0.0519597389307111,-0.0519597389307111,-4.21130421372328,-4.46261864200418
"196",204,"CC320379",32,6,0.8381,0.964285,15,18.5,48,-0.59091,-410.5,-1.81319474994812,1.66954183650381,-4.41742216784246,-5.05341093456246,1.13631415585212,-1.22475534350846,-5.10062833262296,-4.61512051684126,1.94059424551906,-2.02513573368422,-8.29610521826059,-4.73911815849783,-0.864295436755775,0.808077147233922,-5.12197788143163,-5.12197788143163
"197",205,"CC320417",28,4,0.88571,0.8809525,19,30,39,-0.4,-145.34,-1.40691364832263,1.30625165344635,-4.48532620451169,-5.23909800688807,-0.7339691750802,0.613104472886409,-4.10539439840869,-4.51085950651685,1.41850970939533,-1.45367649139109,-8.29610521826059,-5.25702177504995,1.17441400208439,-1.21293254569741,-6.48234253306428,-5.22957956456891
"198",206,"CC320429",40,4,0.91905,0.916665,16,13.5,48,-0.19565,-245,-0.112435429329788,0.0764884255637372,-5.25559963686288,-5.57405336798142,0.0823939545377784,-0.107059072293408,-6.26767481935888,-5.45674460314256,1.35551793372233,-1.39407772147199,-8.29610521826059,-5.12197788143163,0.500875292912823,-0.516807695443538,-7.38087903556412,-5.77144112313002
"199",207,"CC320448",41,6,0.70476,0.668795,9,18,42,-0.17647,-134.06,-0.381475951738142,0.347922152829138,-5.62130625283196,-5.39816270151775,-0.833995489147325,0.75976192964193,-4.61130517455561,-5.09681299033731,0.109535887068307,-0.154558759816598,-5.37395478075366,-5.01727983681492,0.191160505461159,-0.248811298062787,-5.01838298088708,-4.86423230105982
"200",208,"CC320461",35,5,0.84286,0.8690475,19,18.5,42,-0.59375,-344.53,-0.706627342116638,0.666366157882303,-4.94354537275539,-6.26530121273771,2.9262822521904,-3.05048152377203,-8.29687257494643,-5.21674571285422,-0.831821575247705,0.764523843402173,-4.77835925921877,-5.09681299033731,-1.81645208181843,1.6519975268529,-4.48158912421674,-4.61512051684126
"201",209,"CC320478",37,6,0.82381,0.77738,15,28.5,40,-0.61905,-220.34,-0.634306680537012,0.590868331439527,-5.0394469913348,-5.65848619974102,2.74646710037754,-2.89893355666198,-8.29687257494643,-4.84942270051254,0.356674943938732,-0.375387652870886,-6.31264183869356,-5.90717673058539,-1.64093657949347,1.46101790731583,-4.21130421372328,-4.46261864200418
"202",210,"CC320500",34,5,0.88571,0.9511275,13,30,46,-0.36957,-102.63,-2.65675690671466,2.41591377830105,-4.48532620451169,-5.23909800688807,0.740569859111552,-0.750367320889837,-7.24565506759454,-6.55250788703459,1.1408105433191,-1.19045272068403,-8.29610521826059,-4.73911815849783,-0.166925871315981,0.139262067333508,-5.5637538300525,-5.78689738136671
"203",211,"CC320553",32,4,0.79524,0.940475,9,24.5,48,-0.25,-43.91,-0.86148249537916,0.814508037564213,-4.96484063890662,-5.81213849929383,2.29510777816106,-2.35687255801643,-8.29687257494643,-5.34754033747601,0.682453606410068,-0.69850826163279,-8.29610521826059,-5.70711026474888,0.465215112513938,-0.538440790798964,-4.61264220082679,-4.90032427327857
"204",212,"CC320568",27,5,0.8619,0.940475,17,32,44,-0.46154,-24.25,-1.89085037187229,1.75401914124521,-4.68146963265748,-4.92263168947437,3.48255906486746,-3.66671249552648,-8.29687257494643,-5.37278586719781,0.964299951060516,-0.987059802762362,-7.70029520342012,-5.5030706260839,-0.023716526617316,-0.023716526617316,-5.12197788143163,-5.12197788143163
"205",213,"CC320574",35,4,0.77143,0.95238,11,23,40,-0.13043,-51.53,1.11779510808488,-1.23061473527236,-4.61588184158302,-4.5417738694293,-0.881008917729515,0.770336819251075,-4.08151754866235,-4.96882074366325,0.898123427918706,-0.923597307056593,-7.65444322647011,-5.35185813347607,1.32802545299591,-1.40118297361364,-5.8181027316855,-4.71949044301739
"206",214,"CC320575",41,6,0.89524,0.92619,16,21,39,-0.59524,-248.84,-1.12924925813,1.00938115494017,-4.26598839949688,-4.70130647075472,-0.0360104375230331,-0.0360104375230331,-4.53259949315326,-4.90032427327857,1.24101407600629,-1.31551417905884,-5.46100294882513,-4.76785576826519,0.944818815488693,-0.994485579459212,-5.39906726964818,-5.21674571285422
"207",215,"CC320576",33,3,0.77619,0.90476,12,18.5,45,-0.37838,-218.19,1.35673555887835,-1.39376637595859,-7.82963038915019,-5.19057305953493,-3.10768638819783,2.78741397836581,-4.32637761999621,-6.11813708922427,1.00395167043258,-1.03886228426234,-5.94437293957413,-5.4743693103284,2.08389589202922,-2.21046980408624,-6.22455842927536,-4.61512051684126
"208",216,"CC320608",30,6,0.86667,0.95,16,17,45,-0.35714,-106.22,-0.503196596601499,0.417411179126565,-4.47125776840182,-4.69440131971603,0.811086478424632,-0.83353004813357,-6.64552433895988,-5.66469508594815,0.581443190979944,-0.619680028678073,-7.44658509915773,-4.80752776954247,-0.0344014267173326,-0.0344014267173326,-4.38701417618492,-5.30330490805908
"209",217,"CC320616",38,6,0.75238,0.940475,17,22.5,39,-0.2,-111.22,0.196014883925957,-0.244905043095723,-4.86091921133686,-5.42053499927229,0.666829872242572,-0.706392407309966,-5.42053499927229,-5.42053499927229,-0.464632085443825,0.432182496446878,-6.11478776313998,-5.19849703126583,2.08389589202922,-2.21046980408624,-5.8181027316855,-4.71949044301739
"210",218,"CC320621",33,4,0.84286,0.77381,16,21,46,-0.56757,-408.44,-1.80225970386192,1.73035084109941,-5.01301341650122,-6.04263283368238,2.68479333893794,-2.84258109405982,-7.50384074669895,-4.79579054559674,0.566927100416458,-0.580118738257928,-8.29610521826059,-5.88093194910298,-0.0165293019512105,-0.0165293019512105,-5.99728093242942,-5.14998307204222
"211",219,"CC320636",38,5,0.68095,0.95119,9,20,45,-0.55556,-245.75,-1.81319474994812,1.66954183650381,-4.47875626113243,-4.94875989037817,1.31402109046952,-1.3405649289573,-8.29687257494643,-5.48479693349065,0.74717914736047,-0.769149670805632,-8.29610521826059,-5.39816270151775,0.843970070294529,-0.945849534115699,-4.07045024202266,-5.45674460314256
"212",220,"CC320651",31,6,0.80952,0.914285,15,26.5,42,-0.4375,-45.62,-0.366955253346289,0.183322057127538,-3.68191078479784,-3.8642323415918,0.867500567704723,-0.936093359170335,-4.94875989037817,-4.94875989037817,0.377525739418923,-0.424177817040319,-5.93555535266847,-4.75690035632682,-0.460584407329244,0.323885121115741,-3.92592591059714,-4.28260085453587
"213",221,"CC320661",35,5,0.83333,0.9047625,15,25,43,-0.48936,-354.41,-0.379414430908222,0.324346056823373,-4.55094863182145,-5.83188247728352,1.31402109046952,-1.3405649289573,-8.29687257494643,-5.48479693349065,0.172371225940786,-0.19062035960865,-7.70029520342012,-5.5030706260839,0.944818815488693,-0.994485579459212,-5.39906726964818,-5.21674571285422
"214",222,"CC320680",33,1,0.83333,0.863095,13,20,41,-0.61765,-553.97,-0.534542150383307,0.471604910612709,-4.98795580532684,-4.82090172066367,0.429385291825816,-0.466425807897852,-5.70932265503182,-5.19849703126583,0.813903381695745,-0.832287811948979,-6.35654159431086,-6.13339804299665,1.36322908818889,-1.39211074644133,-6.21727121584168,-5.92958914338989
